make,model,year,mileage_km,engine_cc,fuel_type,transmission,body_type,city,price_pkr
Toyota,Corolla,2024,22960.0,1600,CNG,Manual,Sedan,Peshawar,6048000
Suzuki,Baleno,2016,135923.0,1300,Petrol,Automatic,Hatchback,Faisalabad,1076000
Honda,Civic,2019,109121.0,1500,Petrol,Manual,Sedan,Islamabad,4106000
Kia,Picanto,2022,18394.0,1000,Petrol,Manual,Hatchback,Quetta,2851000
Suzuki,Ravi,2019,100208.0,800,Diesel,Manual,Pickup,Karachi,970000
Daihatsu,Mira,2008,279987.0,660,CNG,Manual,Hatchback,Faisalabad,508000
Suzuki,Bolan,2005,256860.0,800,Petrol,Manual,Van,Lahore,400000
MG,HS,2005,268778.0,1500,Petrol,Manual,SUV,Quetta,1242000
Daihatsu,Mira,2018,78287.0,660,Petrol,Manual,Hatchback,Rawalpindi,1443000
Kia,Stonic,2011,168803.0,1400,Diesel,Manual,SUV,Peshawar,1538000
Suzuki,Liana,2005,285991.0,1300,Petrol,Manual,Sedan,Quetta,621000
Suzuki,Alto,2005,296608.0,660,CNG,Manual,Hatchback,Islamabad,400000
Kia,Picanto,2016,165098.0,1000,Petrol,Manual,Hatchback,Faisalabad,1215000
Chery,Tiggo8,2011,208074.0,1600,Petrol,Automatic,SUV,Rawalpindi,2108000
Toyota,Aqua,2010,197409.0,1500,Hybrid,Automatic,Hybrid,Karachi,953000
Proton,Saga,2021,84517.0,1300,Petrol,Automatic,Sedan,Quetta,2162000
Changan,Alsvin,2008,220249.0,1400,CNG,Manual,Sedan,Faisalabad,832000
Hyundai,Santro,2012,140331.0,1000,Petrol,Manual,Hatchback,Islamabad,936000
Suzuki,Vitara,2024,62546.0,1600,Diesel,Automatic,SUV,Rawalpindi,5989000
Daihatsu,Move,2022,71420.0,660,CNG,Manual,Hatchback,Lahore,2241000
Suzuki,Alto,2004,262591.0,660,CNG,Manual,Hatchback,khi,400000
Hyundai,Tucson,2019,98295.0,2000,Diesel,Automatic,SUV,Multan,4898000
Toyota,Prius,2011,168060.0,1800,Hybrid,Automatic,Hybrid,Quetta,1302000
Suzuki,Swift,2008,244248.0,1200,Petrol,Automatic,Hatchback,Multan,838000
Toyota,Yaris,2024,49438.0,1300,Petrol,Automatic,Sedan,Islamabad,4213000
Daihatsu,Cuore,2004,304485.0,850,Petrol,Manual,Hatchback,Rawalpindi,479000
Honda,Civic,2013,133321.0,1500,CNG,Manual,Sedan,Multan,2696000
Changan,Oshan,2012,177709.0,1500,Diesel,Automatic,SUV,Islamabad,2061000
Hyundai,Santro,2007,240215.0,1000,CNG,Manual,Hatchback,Rawalpindi,500000
Suzuki,Cultus,2016,129553.0,1000,CNG,Automatic,Hatchback,Karachi,1465000
Toyota,Aqua,2016,151282.0,1500,Hybrid,Automatic,Hybrid,Rawalpindi,1752000
Suzuki,Baleno,2015,147277.0,1300,CNG,Automatic,Hatchback,Lahore,1031000
Suzuki,Jimny,2019,83247.0,1500,Petrol,Manual,SUV,Hyderabad,3523000
Toyota,Vitz,2022,44376.0,1000,Petrol,Automatic,Hatchback,Sialkot,2530000
Honda,City,2005,220519.0,1500,Petrol,Manual,Sedan,Islamabad,909000
Changan,Oshan,2013,220924.0,1500,Petrol,Automatic,SUV,Sialkot,2429000
Proton,Saga,2006,251554.0,1300,Petrol,Manual,Sedan,Karachi,571000
Suzuki,Alto,2011,200572.0,660,Petrol,Manual,Hatchback,Hyderabad,555000
Suzuki,Bolan,2011,177544.0,800,Petrol,Manual,Van,Karachi,500000
Chery,Tiggo8,2014,191165.0,1600,Petrol,Automatic,SUV,Multan,2435000
Suzuki,Liana,2019,81832.0,1300,CNG,Automatic,Sedan,Rawalpindi,1757000
Kia,Picanto,2017,118774.0,1000,Petrol,Automatic,Hatchback,Quetta,1529000
Kia,Sportage,2009,243208.0,2000,Petrol,Automatic,SUV,Sialkot,1700000
Honda,Accord,2004,250893.0,2400,CNG,Automatic,Sedan,Islamabad,745000
Honda,Accord,2007,205475.0,2400,CNG,Manual,Sedan,Karachi,743000
Kia,Sorento,2021,62822.0,2500,Diesel,Automatic,SUV,Faisalabad,8258000
Kia,Stonic,2023,5329.0,1400,Diesel,Automatic,SUV,Sialkot,5803000
Honda,HRV,2011,157107.0,1500,Diesel,Automatic,SUV,Quetta,2064000
Suzuki,Alto,2017,136662.0,660,Petrol,Manual,Hatchback,Karachi,1107000
Toyota,Fortuner,2016,136066.0,2800,Diesel,Automatic,SUV,Karachi,6978000
Changan,Alsvin,2014,114844.0,1400,Petrol,Manual,Sedan,Sialkot,1293000
Hyundai,Santro,2005,249376.0,1000,Petrol,Automatic,Hatchback,Faisalabad,495000
Toyota,Yaris,2022,16434.0,1300,CNG,Automatic,Sedan,Islamabad,4123000
Toyota,Vitz,2005,,1000,CNG,Manual,Hatchback,Karachi,520000
MG,ZS,2016,120918.0,1500,Diesel,Manual,SUV,Islamabad,2307000
Toyota,Premio,2010,225100.0,1800,CNG,Manual,Sedan,Lahore,969000
Suzuki,Alto,2023,41980.0,660,CNG,Manual,Hatchback,Karachi,2039000
Changan,Oshan,2009,230912.0,1500,Diesel,Automatic,SUV,Sialkot,1923000
Toyota,Premio,2006,,1800,Petrol,Automatic,Sedan,Karachi,422000
Toyota,Corolla,2011,172815.0,1600,CNG,Manual,Sedan,Hyderabad,1517000
Toyota,Fortuner,2005,273708.0,2800,Petrol,Automatic,SUV,Rawalpindi,2944000
Toyota,Prado,2008,281384.0,2700,Petrol,Automatic,SUV,Rawalpindi,4598000
Suzuki,Khyber,2008,242491.0,1000,CNG,Manual,Hatchback,khi,400000
Suzuki,Cultus,2015,153131.0,1000,Petrol,Automatic,Hatchback,Quetta,1234000
Honda,Civic,2012,166592.0,1500,Petrol,Manual,Sedan,Islamabad,2082000
Suzuki,Baleno,2017,99561.0,1300,CNG,Automatic,Hatchback,Quetta,1233000
Changan,Oshan,2018,103254.0,1500,Petrol,Manual,SUV,Sialkot,4036000
Hyundai,Sonata,2019,,2000,CNG,Manual,Sedan,Multan,5787000
Kia,Stonic,2017,132308.0,1400,Petrol,Automatic,SUV,Lahore,2273000
Hyundai,Tucson,2009,240895.0,2000,Petrol,Automatic,SUV,Faisalabad,1921000
Kia,Picanto,2008,211411.0,1000,Petrol,Automatic,Hatchback,Islamabad,666000
Daihatsu,Move,2017,135269.0,660,CNG,Manual,Hatchback,Quetta,1209000
Suzuki,Margalla,2004,265329.0,1300,Petrol,Automatic,Sedan,Hyderabad,730000
Toyota,Yaris,2016,138326.0,1300,Petrol,Automatic,Sedan,Faisalabad,1991000
Chery,Tiggo4,2022,64331.0,1500,Petrol,Manual,SUV,Peshawar,3385000
Changan,Alsvin,2008,219976.0,1400,Petrol,Automatic,Sedan,Quetta,842000
Chery,Tiggo8,2004,296941.0,1600,Petrol,Automatic,SUV,Islamabad,1314000
Kia,Stonic,2014,126190.0,1400,Diesel,Manual,SUV,Sialkot,2091000
Suzuki,WagonR,2017,118477.0,1000,Petrol,Automatic,Hatchback,Hyderabad,1352000
Suzuki,Margalla,2009,216509.0,1300,CNG,Automatic,Sedan,Hyderabad,943000
Hyundai,Tucson,2005,,2000,Diesel,Automatic,SUV,Islamabad,1662000
Changan,Oshan,2012,195854.0,1500,Diesel,Manual,SUV,Faisalabad,1955000
Suzuki,Jimny,2011,205998.0,1500,Diesel,Manual,SUV,Islamabad,1641000
Toyota,LandCruiser,2023,48584.0,3300,Diesel,Automatic,SUV,Faisalabad,39123000
Kia,Picanto,2015,142965.0,1000,CNG,Automatic,Hatchback,Faisalabad,1232000
Hyundai,Sonata,2012,126943.0,2000,CNG,Automatic,Sedan,Multan,3434000
Honda,Civic,2012,268351.0,1500,CNG,Automatic,Sedan,Peshawar,2378000
Suzuki,Ravi,2018,111220.0,800,Petrol,Manual,Pickup,Quetta,973000
Suzuki,WagonR,2009,239671.0,1000,Petrol,Manual,Hatchback,Peshawar,709000
Suzuki,Vitara,2009,191295.0,1600,Petrol,Manual,SUV,Sialkot,1340000
Hyundai,Elantra,2005,269136.0,1600,CNG,Automatic,Sedan,Sialkot,1088000
Honda,Civic,2004,219185.0,1500,Petrol,Automatic,Sedan,Sialkot,1206000
Honda,Vezel,2019,72199.0,1500,Hybrid,Automatic,Hybrid,Sialkot,3352000
Suzuki,Jimny,2006,230104.0,1500,Diesel,Manual,SUV,Karachi,1051000
Toyota,Premio,2010,196785.0,1800,CNG,Manual,Sedan,Lahore,747000
Toyota,Yaris,2024,12572.0,1300,Petrol,Automatic,Sedan,Lahore,4847000
Suzuki,Ravi,2013,159125.0,800,Diesel,Manual,Pickup,Karachi,536000
Suzuki,Swift,2013,194187.0,1200,CNG,Manual,Hatchback,Hyderabad,1379000
Suzuki,Cultus,2016,141325.0,1000,Petrol,Manual,Hatchback,Faisalabad,1284000
Suzuki,Cultus,2009,216753.0,1000,Petrol,Manual,Hatchback,Rawalpindi,846000
Hyundai,Tucson,2011,141061.0,2000,Petrol,Automatic,SUV,Hyderabad,2642000
Suzuki,Vitara,2014,184955.0,1600,Petrol,Automatic,SUV,Quetta,2005000
Suzuki,Cultus,2014,154549.0,1000,Petrol,Manual,Hatchback,Hyderabad,954000
Hyundai,Santro,2005,333869.0,1000,Petrol,Automatic,Hatchback,Karachi,535000
Honda,Accord,2022,53105.0,2400,CNG,Manual,Sedan,Faisalabad,2316000
Suzuki,Khyber,2021,43873.0,1000,Petrol,Automatic,Hatchback,Islamabad,1514000
Daihatsu,Mira,2006,262385.0,660,CNG,Manual,Hatchback,Karachi,425000
MG,HS,2012,174022.0,1500,Diesel,Automatic,SUV,Islamabad,2507000
Changan,Oshan,2024,41781.0,1500,Diesel,Manual,SUV,Karachi,7137000
Daihatsu,Mira,2006,256621.0,660,Petrol,Manual,Hatchback,Peshawar,433000
Suzuki,Khyber,2005,278599.0,1000,CNG,Manual,Hatchback,Peshawar,426000
Honda,HRV,2022,37954.0,1500,Petrol,Automatic,SUV,Islamabad,5292000
Honda,BRV,2014,104419.0,1500,Diesel,Automatic,SUV,Lahore,2411000
Suzuki,Baleno,2004,306451.0,1300,Petrol,Manual,Hatchback,Peshawar,404000
Chery,Tiggo8,2023,88230.0,1600,Petrol,Automatic,SUV,Hyderabad,6965000
Kia,Picanto,2012,173315.0,1000,CNG,Automatic,Hatchback,Islamabad,980000
Changan,Oshan,2008,273263.0,1500,Diesel,Automatic,SUV,Rawalpindi,1525000
Chery,Tiggo8,2020,52657.0,1600,Petrol,Automatic,SUV,Karachi,5213000
Suzuki,Bolan,2010,244579.0,800,CNG,Manual,Van,Faisalabad,458000
Proton,Saga,2022,31115.0,1300,CNG,Automatic,Sedan,Multan,2649000
Kia,Picanto,2006,260631.0,1000,CNG,Manual,Hatchback,Faisalabad,578000
Honda,Civic,2008,232919.0,1500,Petrol,Manual,Sedan,Islamabad,1688000
Toyota,Yaris,2004,250662.0,1300,Petrol,Manual,Sedan,Quetta,564000
Suzuki,Baleno,2005,285092.0,1300,CNG,Automatic,Hatchback,Lahore,417000
Honda,BRV,2009,220249.0,1500,Diesel,Manual,SUV,Sialkot,1420000
Hyundai,Sonata,2023,39854.0,2000,CNG,Automatic,Sedan,Karachi,8470000
Proton,Saga,2017,92709.0,1300,CNG,Manual,Sedan,Multan,1703000
Suzuki,Alto,2020,,660,Petrol,Manual,Hatchback,Peshawar,1559000
Proton,X70,2005,279823.0,1500,Petrol,Automatic,SUV,Sialkot,1314000
Honda,City,2024,57810.0,1500,Petrol,Automatic,Sedan,Sialkot,4454000
Suzuki,Alto,2021,96648.0,660,CNG,Manual,Hatchback,Faisalabad,1538000
Hyundai,Elantra,2008,246745.0,1600,CNG,Manual,Sedan,Sialkot,1051000
Toyota,Aqua,2016,153414.0,1500,Hybrid,Automatic,Hybrid,Karachi,1646000
Toyota,Vitz,2013,149720.0,1000,CNG,Manual,Hatchback,Sialkot,925000
Suzuki,Baleno,2004,304953.0,1300,CNG,Automatic,Hatchback,Rawalpindi,443000
Toyota,Prado,2010,212365.0,2700,Diesel,Automatic,SUV,Sialkot,6965000
Hyundai,Santro,2023,53566.0,1000,Petrol,Automatic,Hatchback,Hyderabad,2487000
Honda,BRV,2016,144211.0,1500,Diesel,Manual,SUV,Faisalabad,2796000
MG,ZS,2011,175431.0,1500,Diesel,Automatic,SUV,Peshawar,1634000
Suzuki,Liana,2020,93782.0,1300,Petrol,Automatic,Sedan,Quetta,2130000
Changan,Alsvin,2009,160680.0,1400,CNG,Manual,Sedan,Islamabad,1008000
Honda,Vezel,2020,73776.0,1500,Hybrid,Automatic,Hybrid,Faisalabad,3290000
Proton,Saga,2019,43110.0,1300,Petrol,Manual,Sedan,Peshawar,1888000
Suzuki,Khyber,2017,132922.0,1000,CNG,Manual,Hatchback,Rawalpindi,792000
Honda,City,2011,239287.0,1500,CNG,Automatic,Sedan,Multan,1101000
Hyundai,Tucson,2024,3000.0,2000,Diesel,Automatic,SUV,Lahore,8714000
Toyota,Hilux,2024,3000.0,2800,Petrol,Automatic,Pickup,Lahore,10426000
Toyota,Prius,2012,141871.0,1800,Hybrid,Automatic,Hybrid,Peshawar,1468000
Daihatsu,Move,2020,56328.0,660,Petrol,Manual,Hatchback,Quetta,1877000
Toyota,Yaris,2015,142063.0,1300,Petrol,Automatic,Sedan,Karachi,1788000
Hyundai,Elantra,2009,197536.0,1600,Petrol,Automatic,Sedan,Hyderabad,1483000
Toyota,Corolla,2018,115778.0,1600,Petrol,Automatic,Sedan,Quetta,3565000
Proton,X70,2006,272898.0,1500,Diesel,Automatic,SUV,Hyderabad,1497000
Toyota,Yaris,2007,241643.0,1300,Petrol,Automatic,Sedan,Hyderabad,938000
Suzuki,WagonR,2022,102759.0,1000,CNG,Automatic,Hatchback,Islamabad,2325000
Honda,City,2024,89208.0,1500,Petrol,Automatic,Sedan,Peshawar,4067000
Hyundai,Elantra,2009,206513.0,1600,Petrol,Manual,Sedan,Islamabad,1273000
Proton,X70,2024,3000.0,1500,Petrol,Automatic,SUV,Multan,8438000
Suzuki,Liana,2024,58171.0,1300,Petrol,Automatic,Sedan,Karachi,2757000
Suzuki,Baleno,2008,240808.0,1300,Petrol,Manual,Hatchback,Hyderabad,549000
Suzuki,Baleno,2007,306565.0,1300,CNG,Manual,Hatchback,Karachi,485000
Honda,BRV,2015,151099.0,1500,Petrol,Automatic,SUV,Hyderabad,2639000
Toyota,Vitz,2021,21651.0,1000,Petrol,Manual,Hatchback,Lahore,2423000
Suzuki,Mehran,2023,39367.0,800,CNG,Manual,Hatchback,Sialkot,1518000
Honda,HRV,2011,152213.0,1500,Petrol,Automatic,SUV,Multan,2137000
MG,ZS,2007,222845.0,1500,Petrol,Automatic,SUV,Peshawar,1244000
Hyundai,Santro,2023,60005.0,1000,Petrol,Automatic,Hatchback,Faisalabad,2333000
Honda,Civic,2011,195006.0,1500,Petrol,Manual,Sedan,khi,1961000
Honda,Accord,2011,145568.0,2400,CNG,Automatic,Sedan,Karachi,1113000
Honda,HRV,2024,3000.0,1500,Diesel,Automatic,SUV,Peshawar,7409000
Kia,Picanto,2014,146597.0,1000,CNG,Automatic,Hatchback,Peshawar,1248000
Toyota,Hilux,2006,254364.0,2800,Petrol,Automatic,Pickup,Quetta,1873000
Kia,Picanto,2007,272291.0,1000,CNG,Automatic,Hatchback,Quetta,596000
Honda,BRV,2017,149760.0,1500,Diesel,Automatic,SUV,Islamabad,2927000
Kia,Sorento,2015,146196.0,2500,Diesel,Automatic,SUV,Sialkot,4559000
Toyota,Yaris,2019,55456.0,1300,Petrol,Automatic,Sedan,Sialkot,2635000
Honda,Vezel,2005,244269.0,1500,Hybrid,Automatic,Hybrid,Rawalpindi,916000
Nissan,Dayz,2018,110816.0,660,CNG,Manual,Hatchback,Sialkot,958000
Daihatsu,Mira,2023,36173.0,660,Petrol,Manual,Hatchback,Rawalpindi,2390000
Daihatsu,Mira,2014,159269.0,660,Petrol,Manual,Hatchback,Rawalpindi,852000
Kia,Stonic,2014,149066.0,1400,Petrol,Automatic,SUV,Multan,1941000
Nissan,Dayz,2021,73072.0,660,CNG,Manual,Hatchback,Peshawar,1246000
Suzuki,Swift,2015,170177.0,1200,Petrol,Automatic,Hatchback,Quetta,1646000
MG,ZS,2013,164719.0,1500,Diesel,Manual,SUV,Multan,1886000
Toyota,LandCruiser,2004,268276.0,3300,Diesel,Automatic,SUV,Faisalabad,6198000
Toyota,Aqua,2005,308777.0,1500,Hybrid,Automatic,Hybrid,Islamabad,723000
Changan,Alsvin,2023,18887.0,1400,CNG,Automatic,Sedan,Peshawar,3498000
MG,HS,2022,39706.0,1500,Diesel,Manual,SUV,Quetta,6497000
Suzuki,Alto,2012,177608.0,660,Petrol,Manual,Hatchback,Peshawar,631000
Chery,Tiggo4,2006,258782.0,1500,Diesel,Automatic,SUV,Sialkot,788000
Suzuki,Bolan,2005,248909.0,800,CNG,Manual,Van,Islamabad,400000
Toyota,Passo,2010,256867.0,1000,Petrol,Automatic,Hatchback,Peshawar,662000
Suzuki,WagonR,2008,213454.0,1000,CNG,Manual,Hatchback,Sialkot,611000
Suzuki,Cultus,2013,155449.0,1000,CNG,Automatic,Hatchback,Hyderabad,1265000
Toyota,Fortuner,2013,176549.0,2800,Diesel,Automatic,SUV,Rawalpindi,4806000
Suzuki,Liana,2004,289637.0,1300,CNG,Manual,Sedan,Peshawar,473000
Hyundai,Elantra,2006,277126.0,1600,Petrol,Manual,Sedan,Lahore,1042000
Toyota,Premio,2017,137122.0,1800,Petrol,Automatic,Sedan,Rawalpindi,1859000
Honda,Vezel,2019,74175.0,1500,Hybrid,Automatic,Hybrid,khi,3061000
Toyota,Premio,2023,53401.0,1800,Petrol,Automatic,Sedan,Quetta,2965000
Nissan,Note,2007,269380.0,1200,Petrol,Automatic,Hatchback,Islamabad,492000
Suzuki,Liana,2020,73990.0,1300,CNG,Automatic,Sedan,Quetta,2147000
Changan,Alsvin,2009,198388.0,1400,Petrol,Automatic,Sedan,Karachi,925000
Suzuki,Margalla,2005,228884.0,1300,CNG,Automatic,Sedan,Sialkot,457000
Kia,Picanto,2019,101089.0,1000,Petrol,Manual,Hatchback,Quetta,1628000
Suzuki,Mehran,2019,42711.0,800,Petrol,Manual,Hatchback,Faisalabad,1260000
Suzuki,Bolan,2012,142180.0,800,Petrol,Manual,Van,Islamabad,596000
Toyota,Yaris,2019,116560.0,1300,CNG,Manual,Sedan,Rawalpindi,2365000
Toyota,Prado,2006,318191.0,2700,Diesel,Automatic,SUV,Hyderabad,3824000
Hyundai,Elantra,2010,195678.0,1600,Petrol,Automatic,Sedan,Hyderabad,1535000
Kia,Stonic,2013,158691.0,1400,Diesel,Manual,SUV,Peshawar,1728000
Toyota,LandCruiser,2013,178974.0,3300,Petrol,Automatic,SUV,Sialkot,12041000
Toyota,Prado,2019,126967.0,2700,Diesel,Automatic,SUV,Multan,13382000
Kia,Sportage,2020,65481.0,2000,Diesel,Automatic,SUV,Lahore,5622000
Suzuki,Margalla,2016,134572.0,1300,CNG,Automatic,Sedan,Faisalabad,1315000
Toyota,Aqua,2010,217676.0,1500,Hybrid,Automatic,Hybrid,Karachi,910000
Suzuki,Bolan,2017,121218.0,800,CNG,Manual,Van,Peshawar,882000
Toyota,Yaris,2019,89939.0,1300,Petrol,Automatic,Sedan,Peshawar,2557000
Toyota,LandCruiser,2006,232042.0,3300,Petrol,Automatic,SUV,Quetta,7979000
Daihatsu,Move,2013,181780.0,660,Petrol,Manual,Hatchback,Multan,708000
Suzuki,Ravi,2021,8620.0,800,Diesel,Manual,Pickup,Peshawar,1488000
Kia,Picanto,2013,143648.0,1000,Petrol,Manual,Hatchback,Quetta,1020000
Toyota,Passo,2016,127875.0,1000,Petrol,Manual,Hatchback,Karachi,1268000
Suzuki,Mehran,2024,31141.0,800,CNG,Manual,Hatchback,Islamabad,1593000
Nissan,Note,2006,262262.0,1200,Petrol,Manual,Hatchback,Quetta,400000
Honda,HRV,2024,9643.0,1500,Diesel,Manual,SUV,Lahore,6909000
Toyota,Prius,2018,86396.0,1800,Hybrid,Automatic,Hybrid,Peshawar,3242000
Changan,Alsvin,2024,32535.0,1400,CNG,Automatic,Sedan,Multan,3908000
Honda,Accord,2007,216899.0,2400,CNG,Manual,Sedan,Islamabad,855000
Honda,HRV,2012,208711.0,1500,Petrol,Automatic,SUV,Sialkot,1858000
Suzuki,Khyber,2012,,1000,CNG,Automatic,Hatchback,Lahore,777000
Toyota,Prado,2015,144292.0,2700,Petrol,Automatic,SUV,Hyderabad,9227000
Toyota,Prius,2010,256430.0,1800,Hybrid,Automatic,Hybrid,Faisalabad,1396000
Toyota,Corolla,2017,107508.0,1600,Petrol,Manual,Sedan,Sialkot,2790000
Toyota,Vitz,2007,276908.0,1000,Petrol,Automatic,Hatchback,Faisalabad,628000
Daihatsu,Cuore,2021,33575.0,850,CNG,Automatic,Hatchback,Rawalpindi,1256000
Suzuki,Cultus,2007,228919.0,1000,Petrol,Manual,Hatchback,Peshawar,592000
Hyundai,Tucson,2017,114059.0,2000,Petrol,Automatic,SUV,Rawalpindi,3257000
Suzuki,WagonR,2010,193583.0,1000,CNG,Automatic,Hatchback,Karachi,719000
Toyota,Aqua,2010,171229.0,1500,Hybrid,Automatic,Hybrid,Karachi,930000
MG,ZS,2018,105456.0,1500,Petrol,Manual,SUV,Peshawar,2926000
Suzuki,Ravi,2020,116677.0,800,Petrol,Manual,Pickup,Faisalabad,1080000
Nissan,Dayz,2007,284803.0,660,Petrol,Manual,Hatchback,Peshawar,419000
Honda,Vezel,2020,73268.0,1500,Hybrid,Automatic,Hybrid,Hyderabad,3693000
Suzuki,Liana,2011,195349.0,1300,Petrol,Manual,Sedan,Rawalpindi,768000
Proton,Saga,2022,9269.0,1300,CNG,Automatic,Sedan,Lahore,2887000
Kia,Sportage,2016,148295.0,2000,Petrol,Automatic,SUV,Karachi,3147000
Changan,Oshan,2018,91879.0,1500,Petrol,Automatic,SUV,Rawalpindi,4179000
Honda,City,2023,74187.0,1500,Petrol,Manual,Sedan,Karachi,4056000
Suzuki,Alto,2014,164338.0,660,CNG,Manual,Hatchback,Peshawar,825000
Hyundai,Elantra,2006,287112.0,1600,Petrol,Automatic,Sedan,Quetta,1281000
Hyundai,Sonata,2010,192747.0,2000,CNG,Manual,Sedan,Peshawar,2225000
Suzuki,Cultus,2022,29309.0,1000,CNG,Automatic,Hatchback,Islamabad,3092000
Hyundai,Santro,2021,99674.0,1000,Petrol,Manual,Hatchback,Lahore,1917000
Suzuki,Cultus,2024,25297.0,1000,Petrol,Manual,Hatchback,Islamabad,3521000
Suzuki,Mehran,2024,19685.0,800,Petrol,Manual,Hatchback,Sialkot,1856000
Toyota,Aqua,2023,71618.0,1500,Hybrid,Automatic,Hybrid,Quetta,3178000
Chery,Tiggo8,2005,276999.0,1600,Petrol,Automatic,SUV,Quetta,1365000
Honda,HRV,2023,65782.0,1500,Diesel,Automatic,SUV,Peshawar,6207000
Suzuki,Baleno,2008,228012.0,1300,CNG,Manual,Hatchback,Karachi,493000
Honda,Accord,2016,,2400,Petrol,Manual,Sedan,Faisalabad,1433000
Daihatsu,Cuore,2010,203281.0,850,Petrol,Automatic,Hatchback,Hyderabad,400000
Suzuki,Cultus,2016,116895.0,1000,CNG,Manual,Hatchback,Sialkot,1468000
Hyundai,Santro,2009,276353.0,1000,CNG,Manual,Hatchback,Sialkot,577000
MG,HS,2015,125853.0,1500,Petrol,Manual,SUV,Multan,3163000
Chery,Tiggo4,2008,209872.0,1500,Diesel,Automatic,SUV,Lahore ,942000
Daihatsu,Mira,2013,165818.0,660,CNG,Manual,Hatchback,Multan,710000
Suzuki,Alto,2011,252746.0,660,CNG,Manual,Hatchback,Sialkot,581000
Changan,Alsvin,2006,226936.0,1400,Petrol,Automatic,Sedan,Lahore,687000
Kia,Sportage,2008,219678.0,2000,Diesel,Automatic,SUV,Quetta,1811000
Kia,Picanto,2018,56623.0,1000,CNG,Manual,Hatchback,Karachi,1590000
Suzuki,WagonR,2020,66441.0,1000,CNG,Automatic,Hatchback,Hyderabad,2004000
Honda,City,2020,94704.0,1500,Petrol,Manual,Sedan,Karachi,2808000
Suzuki,WagonR,2015,129768.0,1000,Petrol,Automatic,Hatchback,Hyderabad,1228000
Suzuki,Swift,2016,138692.0,1200,CNG,Automatic,Hatchback,Multan,1786000
Toyota,LandCruiser,2022,47290.0,3300,Diesel,Automatic,SUV,Multan,38309000
MG,ZS,2015,103491.0,1500,Petrol,Manual,SUV,Multan,2505000
Hyundai,Santro,2014,146663.0,1000,Petrol,Automatic,Hatchback,Peshawar,965000
Chery,Tiggo4,2010,233068.0,1500,Diesel,Manual,SUV,Multan,1057000
Daihatsu,Mira,2005,280222.0,660,Petrol,Manual,Hatchback,Sialkot,412000
Toyota,Passo,2011,170068.0,1000,Petrol,Automatic,Hatchback,Lahore,716000
Kia,Picanto,2016,103702.0,1000,Petrol,Manual,Hatchback,Karachi,1334000
MG,HS,2017,90971.0,1500,Diesel,Manual,SUV,Multan,4525000
Suzuki,Jimny,2010,192035.0,1500,Diesel,Manual,SUV,Faisalabad,1431000
MG,HS,2010,212117.0,1500,Diesel,Manual,SUV,Hyderabad,1777000
Toyota,Prius,2015,114302.0,1800,Hybrid,Automatic,Hybrid,Peshawar,1984000
MG,HS,2016,154153.0,1500,Petrol,Manual,SUV,Islamabad,3354000
Daihatsu,Move,2019,154462.0,660,CNG,Manual,Hatchback,Sialkot,1342000
Daihatsu,Move,2023,42705.0,660,CNG,Manual,Hatchback,Karachi,2234000
Changan,Alsvin,2010,166132.0,1400,CNG,Automatic,Sedan,Multan,919000
Nissan,Dayz,2007,223421.0,660,CNG,Manual,Hatchback,Rawalpindi,400000
Toyota,Fortuner,2006,259210.0,2800,Diesel,Automatic,SUV,Faisalabad,3350000
Toyota,Corolla,2006,274302.0,1600,Petrol,Manual,Sedan,Peshawar,1164000
Changan,Alsvin,2020,90647.0,1400,Petrol,Automatic,Sedan,Sialkot,2261000
Hyundai,Tucson,2014,92058.0,2000,Petrol,Automatic,SUV,Quetta,3078000
Suzuki,Cultus,2010,230167.0,1000,Petrol,Automatic,Hatchback,Quetta,895000
Suzuki,Liana,2013,182554.0,1300,CNG,Automatic,Sedan,Hyderabad,1131000
Hyundai,Santro,2016,103817.0,1000,Petrol,Automatic,Hatchback,Rawalpindi,1324000
Changan,Oshan,2017,118540.0,1500,Petrol,Manual,SUV,Lahore,3188000
Proton,X70,2004,267784.0,1500,Diesel,Manual,SUV,Peshawar,1242000
Suzuki,WagonR,2019,,1000,Petrol,Manual,Hatchback,Lahore,1688000
MG,ZS,2014,108860.0,1500,Diesel,Automatic,SUV,Quetta,2300000
Suzuki,Liana,2023,36061.0,1300,Petrol,Manual,Sedan,Karachi,2585000
Honda,Accord,2017,112281.0,2400,CNG,Manual,Sedan,Islamabad,1426000
Toyota,Premio,2006,252104.0,1800,Petrol,Automatic,Sedan,Hyderabad,491000
Toyota,Hilux,2010,209315.0,2800,Diesel,Automatic,Pickup,Islamabad,2830000
Proton,Saga,2023,22456.0,1300,CNG,Automatic,Sedan,Quetta,3207000
Toyota,Passo,2017,83910.0,1000,CNG,Manual,Hatchback,Multan,1528000
Nissan,Note,2020,105036.0,1200,CNG,Manual,Hatchback,Hyderabad,799000
Daihatsu,Move,2024,45448.0,660,Petrol,Manual,Hatchback,Multan,2578000
Suzuki,Liana,2004,219707.0,1300,CNG,Manual,Sedan,Sialkot,400000
Suzuki,Baleno,2015,75404.0,1300,Petrol,Automatic,Hatchback,Faisalabad,1160000
Honda,HRV,2017,176816.0,1500,Petrol,Manual,SUV,Karachi,2643000
Honda,BRV,2023,8674.0,1500,Diesel,Automatic,SUV,Peshawar,5922000
